,miRNA,category,term,number_of_genes,number_of_genes_in_background,ncbiTaxonId,inputGenes,preferredNames,p_value,fdr,description,source,fold_enrichment
481,ALL_UP,Process,GO:0030856,18,149,9606,"SERPINE1,CCND1,JAG1,PRKX,FGF2,ASCL1,NODAL,CEBPB,ZFP36L1,DLL1,F11R,BMP2,BMP7,TNF,LHX1,CD24,CTNNB1,NOTCH1","SERPINE1,CCND1,JAG1,PRKX,FGF2,ASCL1,NODAL,CEBPB,ZFP36L1,DLL1,F11R,BMP2,BMP7,TNF,LHX1,CD24,CTNNB1,NOTCH1",9.79e-05,0.0037,Regulation of epithelial cell differentiation,GO: Biological Process,2.2221593085416425
482,ALL_UP,Process,GO:0044344,13,84,9606,"KLB,FGF2,ZFP36L1,CRKL,SHOC2,RAB14,NDNF,GRB2,CD44,CPS1,LHX1,PTPN11,CTNNB1","KLB,FGF2,ZFP36L1,CRKL,SHOC2,RAB14,NDNF,GRB2,CD44,CPS1,LHX1,PTPN11,CTNNB1",0.0001,0.0037,Cellular response to fibroblast growth factor stimulus,GO: Biological Process,2.846774193548387
483,ALL_UP,Process,GO:0051153,13,84,9606,"XBP1,RGS2,YY1,SMAD4,DLL1,BMP2,IGF1,SOX6,BCL2,MORF4L2,MYOCD,FOXP1,NOTCH1","XBP1,RGS2,YY1,SMAD4,DLL1,BMP2,IGF1,SOX6,BCL2,MORF4L2,MYOCD,FOXP1,NOTCH1",0.0001,0.0037,Regulation of striated muscle cell differentiation,GO: Biological Process,2.846774193548387
484,ALL_UP,Process,GO:0061448,23,222,9606,"XBP1,SNAI1,MKKS,CDK4,PDGFRB,FGF2,ARRDC3,RB1,MEF2D,AXIN2,TGFBR2,BMP8B,BMP2,NFIB,BMP7,SOX6,RUNX3,CD44,HMGA2,HIF1A,PGRMC2,CTNNB1,NOTCH1","XBP1,SNAI1,MKKS,CDK4,PDGFRB,FGF2,ARRDC3,RB1,MEF2D,AXIN2,TGFBR2,BMP8B,BMP2,NFIB,BMP7,SOX6,RUNX3,CD44,HMGA2,HIF1A,PGRMC2,CTNNB1,NOTCH1",9.88e-05,0.0037,Connective tissue development,GO: Biological Process,1.9057407283213734
485,ALL_UP,Process,GO:0048708,11,61,9606,"STAT3,CDK6,APP,MAP2K1,PSEN1,DLL1,BMP2,TNF,PLP1,PTPN11,NOTCH1","STAT3,CDK6,APP,MAP2K1,PSEN1,DLL1,BMP2,TNF,PLP1,PTPN11,NOTCH1",0.0001,0.0038,Astrocyte differentiation,GO: Biological Process,3.3170483667575157
486,ALL_UP,Process,GO:2000112,42,539,9606,"CNOT2,RGS2,SOX4,MKNK2,EIF2S1,IREB2,LSM14B,APP,CAPRIN2,PATL1,IRS1,PPP1R3B,NCL,SHMT1,NSUN3,LARP4B,NCBP2,PAWR,TNRC6C,KLHL25,ZFP36L1,CAPRIN1,CNOT7,PPP1R15B,YTHDF1,TRUB2,KLF4,EIF2S2,RPS6KA3,EIF1AX,IGF1,BCL2,ELAVL1,BZW1,TNF,TNRC6B,CNOT4,AKT1,MYC,CTNNB1,ITM2B,ENC1","CNOT2,RGS2,SOX4,MKNK2,EIF2S1,IREB2,LSM14B,APP,CAPRIN2,PATL1,IRS1,PPP1R3B,NCL,SHMT1,NSUN3,LARP4B,NCBP2,PAWR,TNRC6C,KLHL25,ZFP36L1,CAPRIN1,CNOT7,PPP1R15B,YTHDF1,TRUB2,KLF4,EIF2S2,RPS6KA3,EIF1AX,IGF1,BCL2,ELAVL1,BZW1,TNF,TNRC6B,CNOT4,AKT1,MYC,CTNNB1,ITM2B,ENC1",0.0001,0.0038,Regulation of cellular macromolecule biosynthetic process,GO: Biological Process,1.4333408526956914
487,ALL_UP,Process,GO:0010634,18,150,9606,"SIRT1,PFN1,SPARC,VIL1,PPM1F,FGF2,PLK2,MET,HMGB1,TGFBR2,NUS1,SRC,EPB41L4B,RREB1,BCAR1,HIF1A,AKT1,FOXP1","SIRT1,PFN1,SPARC,VIL1,PPM1F,FGF2,PLK2,MET,HMGB1,TGFBR2,NUS1,SRC,EPB41L4B,RREB1,BCAR1,HIF1A,AKT1,FOXP1",0.00011,0.0039,Positive regulation of epithelial cell migration,GO: Biological Process,2.2073449131513647
488,ALL_UP,Process,GO:0006979,32,368,9606,"SIRT1,XBP1,PPP2CB,PKD2,EIF2S1,PDGFRA,PDGFRB,SLC1A1,TP53,APP,AXL,FOS,FOSL1,CASP3,PSEN1,MAP3K5,PTGS1,BECN1,PPP1R15B,SRC,FOXO1,MPV17,DUOX2,PDK1,SIN3A,CDK1,BCL2,RWDD1,HIF1A,SOD2,AKT1,TXNIP","SIRT1,XBP1,PPP2CB,PKD2,EIF2S1,PDGFRA,PDGFRB,SLC1A1,TP53,APP,AXL,FOS,FOSL1,CASP3,PSEN1,MAP3K5,PTGS1,BECN1,PPP1R15B,SRC,FOXO1,MPV17,DUOX2,PDK1,SIN3A,CDK1,BCL2,RWDD1,HIF1A,SOD2,AKT1,TXNIP",0.00011,0.004,Response to oxidative stress,GO: Biological Process,1.5995252993850468
489,ALL_UP,Process,GO:0021543,20,179,9606,"ATIC,MKKS,SLC38A2,LEF1,CDK6,ASCL1,BAX,CASP3,PSEN1,CRKL,PLXNA3,PTEN,HDAC1,PAFAH1B1,SLC2A1,HIF1A,EMX2,EPHA5,CTNNB1,IGF1R","ATIC,MKKS,SLC38A2,LEF1,CDK6,ASCL1,BAX,CASP3,PSEN1,CRKL,PLXNA3,PTEN,HDAC1,PAFAH1B1,SLC2A1,HIF1A,EMX2,EPHA5,CTNNB1,IGF1R",0.00011,0.004,Pallium development,GO: Biological Process,2.055255971276876
490,ALL_UP,Process,GO:1903203,8,31,9606,"APP,FZD1,WNT1,REST,MCL1,TNF,HIF1A,CTNNB1","APP,FZD1,WNT1,REST,MCL1,TNF,HIF1A,CTNNB1",0.00011,0.004,Regulation of oxidative stress-induced neuron death,GO: Biological Process,4.746978307852398
491,ALL_UP,Process,GO:0007049,79,1246,9606,"DCTN6,PPP2CB,WASL,CCND1,CREBL2,EXOC2,NR3C1,MSH2,RGS2,PKD2,VPS4B,RIF1,ZFYVE26,TUBG1,TSG101,CDK4,MDM2,KIF23,TAOK1,CSNK1A1,CDKN2C,E2F3,CEP72,CDK6,RB1,TP53,PLK2,ATM,APP,GAS1,BIRC5,CDC25A,KLF11,MAP3K11,CKS1B,CDCA2,SIRT7,FIGN,CENPQ,MYB,SEPT2,PPP1CC,E2F1,BECN1,E2F2,CACUL1,PARD6B,CCND3,SRC,REEP3,CKAP2,RPS6KA3,TUBB2A,NIN,FANCA,BCL2L11,ZNF207,CDK1,PAFAH1B1,BCL2,CDKN1A,PRPF40A,NABP1,PPP2CA,NSFL1C,CDKN2A,TFDP2,FBXL7,CCNE2,HMGA2,NUP37,ARPP19,TXNIP,MYC,EXOC5,PTPN11,CTNNB1,PTP4A1,CALM2","DCTN6,PPP2CB,WASL,CCND1,CREBL2,EXOC2,NR3C1,MSH2,RGS2,PKD2,VPS4B,RIF1,ZFYVE26,TUBG1,TSG101,CDK4,MDM2,KIF23,TAOK1,CSNK1A1,CDKN2C,E2F3,CEP72,CDK6,RB1,TP53,PLK2,ATM,APP,GAS1,BIRC5,CDC25A,KLF11,MAP3K11,CKS1B,CDCA2,SIRT7,FIGN,CENPQ,MYB,SEPTIN6,PPP1CC,E2F1,BECN1,E2F2,CACUL1,PARD6B,CCND3,SRC,REEP3,CKAP2,RPS6KA3,TUBB2A,NIN,FANCA,BCL2L11,ZNF207,CDK1,PAFAH1B1,BCL2,CDKN1A,PRPF40A,NABP1,PPP2CA,NSFL1C,CDKN2A,TFDP2,FBXL7,CCNE2,HMGA2,NUP37,ARPP19,TXNIP,MYC,EXOC5,PTPN11,CTNNB1,PTP4A1,CALM2",0.00011,0.0041,Cell cycle,GO: Biological Process,1.1662670421278614
492,ALL_UP,Process,GO:0034654,62,913,9606,"SIRT1,XBP1,NAMPT,CREBL2,ATIC,TBPL1,INHBA,PLAGL2,E2F3,ARID3A,DGUOK,ARID4B,FGF2,STAT3,LEF1,RB1,TP53,CEBPB,FOS,HNF4A,SHMT1,IMPDH2,MED16,NCBP2,SIRT7,NFAT5,ACSL4,SMAD4,E2F1,PTRF,PRIM1,E2F2,TTF2,DKC1,CMPK1,POLR3A,SRC,MED18,KLF4,BMP2,RREB1,CRCP,QPRT,POLM,CHD7,NFIC,CDK12,MYOCD,PRPSAP1,GMPS,ACSL1,NDUFC1,POLR1B,GTF2H3,ACLY,TK1,LHX1,ACACA,CTNNB1,ALDOA,NOTCH1,DEK","SIRT1,XBP1,NAMPT,CREBL2,ATIC,TBPL1,INHBA,PLAGL2,E2F3,ARID3A,DGUOK,ARID4B,FGF2,STAT3,LEF1,RB1,TP53,CEBPB,FOS,HNF4A,SHMT1,IMPDH2,MED16,NCBP2,SIRT7,NFAT5,ACSL4,SMAD4,E2F1,CAVIN1,PRIM1,E2F2,TTF2,DKC1,CMPK1,POLR3A,SRC,MED18,KLF4,BMP2,RREB1,CRCP,QPRT,POLM,CHD7,NFIC,CDK12,MYOCD,PRPSAP1,GMPS,ACSL1,NDUFC1,POLR1B,GTF2H3,ACLY,TK1,LHX1,ACACA,CTNNB1,ALDOA,NOTCH1,DEK",0.00011,0.0041,Nucleobase-containing compound biosynthetic process,GO: Biological Process,1.249136405762912
493,ALL_UP,Process,GO:0043518,6,15,9606,"SIRT1,PSMD10,SNAI1,MDM2,DYRK1A,CD44","SIRT1,PSMD10,SNAI1,MDM2,DYRK1A,CD44",0.00011,0.0041,"Negative regulation of DNA damage response, signal transduction by p53 class mediator",GO: Biological Process,7.357816377171217
494,ALL_UP,Process,GO:0044087,65,971,9606,"STX1A,WASL,DHX33,PFN1,CNOT2,VPS4B,SNAI1,MKKS,VIL1,TSG101,H3F3A,POU5F1,TLR2,CAPZA1,PPM1F,RB1,TP53,FNBP1L,PLK2,ATM,APP,FZD1,KIT,BAX,WNT1,ABI2,RICTOR,NPTX1,KIAA1551,REST,MET,VPS39,LIMK1,DYRK1A,SMAD4,DPYSL3,HMGB1,TJP1,PHF2,GNL3L,BECN1,THBS2,F11R,RAP1A,ODF2L,GPC4,PTEN,RAPGEF1,SRC,TFRC,GRB2,BCL2L11,SYNPO,SIN3A,BMP7,SAR1B,TNF,LAMP2,ADPRH,HSPA8,EVI5L,MOAP1,PTPN11,NOTCH1,CARD8","STX1A,WASL,DHX33,PFN1,CNOT2,VPS4B,SNAI1,MKKS,VIL1,TSG101,H3-3B,POU5F1,TLR2,CAPZA1,PPM1F,RB1,TP53,FNBP1L,PLK2,ATM,APP,FZD1,KIT,BAX,WNT1,ABI2,RICTOR,NPTX1,RESF1,REST,MET,VPS39,LIMK1,DYRK1A,SMAD4,DPYSL3,HMGB1,TJP1,PHF2,GNL3L,BECN1,THBS2,F11R,RAP1A,ODF2L,GPC4,PTEN,RAPGEF1,SRC,TFRC,GRB2,BCL2L11,SYNPO,SIN3A,BMP7,SAR1B,TNF,LAMP2,ADPRH,HSPA8,EVI5L,MOAP1,PTPN11,NOTCH1,CARD8",0.00011,0.0041,Regulation of cellular component biogenesis,GO: Biological Process,1.2313544400518255
495,ALL_UP,Process,GO:0051147,17,137,9606,"SIRT1,XBP1,RGS2,MDM2,YY1,KIT,SMAD4,DLL1,BMP2,IGF1,SOX6,BCL2,MORF4L2,MYOCD,SOD2,FOXP1,NOTCH1","SIRT1,XBP1,RGS2,MDM2,YY1,KIT,SMAD4,DLL1,BMP2,IGF1,SOX6,BCL2,MORF4L2,MYOCD,SOD2,FOXP1,NOTCH1",0.00011,0.0041,Regulation of muscle cell differentiation,GO: Biological Process,2.282534277589611
496,ALL_UP,Process,GO:0006974,53,744,9606,"CBX5,SIRT1,CCND1,MSH2,RIF1,ZFYVE26,MDM2,TAOK1,YY1,TP53,PLK2,GINS4,ATM,BAX,WNT1,ZBTB4,CASP3,ZMAT3,UBE2N,PSEN1,PAGR1,SIRT7,MORF4L1,HMGB1,E2F1,UBE2D3,MDM4,MCL1,TTF2,VAV3,XIAP,FOXO1,FANCA,GRB2,BCL2L11,CDK1,POLM,JMY,BCL2,CDKN1A,HIPK2,MORF4L2,TNF,NABP1,ZBTB38,CLOCK,HMGA2,GTF2H3,SOD2,MOAP1,MYC,FOXP1,PTPN11","CBX5,SIRT1,CCND1,MSH2,RIF1,ZFYVE26,MDM2,TAOK1,YY1,TP53,PLK2,GINS4,ATM,BAX,WNT1,ZBTB4,CASP3,ZMAT3,UBE2N,PSEN1,PAGR1,SIRT7,MORF4L1,HMGB1,E2F1,UBE2D3,MDM4,MCL1,TTF2,VAV3,XIAP,FOXO1,FANCA,GRB2,BCL2L11,CDK1,POLM,JMY,BCL2,CDKN1A,HIPK2,MORF4L2,TNF,NABP1,ZBTB38,CLOCK,HMGA2,GTF2H3,SOD2,MOAP1,MYC,FOXP1,PTPN11",0.00012,0.0042,Cellular response to DNA damage stimulus,GO: Biological Process,1.3103638037300886
497,ALL_UP,Process,GO:0010718,10,51,9606,"SNAI1,JAG1,LEF1,AXIN2,SMAD4,TGFBR2,BMP2,BMP7,CTNNB1,NOTCH1","SNAI1,JAG1,LEF1,AXIN2,SMAD4,TGFBR2,BMP2,BMP7,CTNNB1,NOTCH1",0.00012,0.0042,Positive regulation of epithelial to mesenchymal transition,GO: Biological Process,3.6067727339074587
498,ALL_UP,Process,GO:0051101,16,124,9606,"LEF1,RB1,REST,PSEN1,HMGB1,E2F1,KLF4,NFIB,IGF1,SIN3A,HIPK2,MYOCD,HMGA2,CEBPG,CTNNB1,CALM2","LEF1,RB1,REST,PSEN1,HMGB1,E2F1,KLF4,NFIB,IGF1,SIN3A,HIPK2,MYOCD,HMGA2,CEBPG,CTNNB1,CALM2",0.00012,0.0042,Regulation of DNA binding,GO: Biological Process,2.373489153926199
499,ALL_UP,Process,GO:0003158,14,98,9606,"JAG1,FZD1,MET,SMAD4,PDE4D,TJP1,VEGFA,DLL1,F11R,RAP1A,RAPGEF1,CLIC4,CTNNB1,NOTCH1","JAG1,FZD1,MET,SMAD4,PDE4D,TJP1,COL18A1,DLL1,F11R,RAP1A,RAPGEF1,CLIC4,CTNNB1,NOTCH1",0.00012,0.0043,Endothelium development,GO: Biological Process,2.6277915632754345
500,ALL_UP,Process,GO:0010720,28,304,9606,"PLXNC1,TLR2,FGF2,ASCL1,KIT,CAPRIN2,MAP2K1,LIMK1,CAPRIN1,PPP1CC,E2F1,CRKL,PDE3A,F11R,PLXNA3,L1CAM,HDAC1,BMP2,RREB1,IL6ST,NIN,PAFAH1B1,BCL2,TNF,ZFYVE27,HIF1A,CTNNB1,NOTCH1","PLXNC1,TLR2,FGF2,ASCL1,KIT,CAPRIN2,MAP2K1,LIMK1,CAPRIN1,PPP1CC,E2F1,CRKL,PDE3A,F11R,PLXNA3,L1CAM,HDAC1,BMP2,RREB1,IL6ST,NIN,PAFAH1B1,BCL2,TNF,ZFYVE27,HIF1A,CTNNB1,NOTCH1",0.00012,0.0043,Positive regulation of cell development,GO: Biological Process,1.6942340342170563
501,ALL_UP,Process,GO:0019218,14,98,9606,"SIRT1,NR3C1,SNAI1,RORA,LAMTOR1,KIT,REST,SF1,BMP2,TNF,ERLIN1,LDLR,H6PD,IGF1R","SIRT1,NR3C1,SNAI1,RORA,LAMTOR1,KIT,REST,SF1,BMP2,TNF,ERLIN1,LDLR,H6PD,IGF1R",0.00012,0.0043,Regulation of steroid metabolic process,GO: Biological Process,2.6277915632754345
502,ALL_UP,Process,GO:0008406,23,226,9606,"SIRT1,CCND1,MSH2,INHBA,MKKS,H3F3A,PDGFRA,PDGFRB,ARID4B,ATM,KIT,BAX,INHBB,CEBPB,CASP3,SMAD4,CRKL,SRC,EIF2S2,SF1,FANCA,BCL2L11,BCL2","SIRT1,CCND1,MSH2,INHBA,MKKS,H3-3B,PDGFRA,PDGFRB,ARID4B,ATM,KIT,BAX,INHBB,CEBPB,CASP3,SMAD4,CRKL,SRC,EIF2S2,SF1,FANCA,BCL2L11,BCL2",0.00013,0.0044,Gonad development,GO: Biological Process,1.8720108039263048
503,ALL_UP,Process,GO:0033043,76,1190,9606,"PSMD10,WASL,PFN1,ARHGDIB,CNOT2,VPS4B,MKKS,VIL1,TSG101,H3F3A,NOTCH2,PDGFRA,SYT1,TAOK1,PDGFRB,YY1,CAPZA1,PPM1F,RB1,TP53,PLK2,ATM,APP,CSF1R,BAX,ABI2,ATXN7,RICTOR,BIRC5,MAP2K1,AXIN2,ARL6IP1,NPTX1,KIAA1551,MET,CDCA2,SIRT7,LIMK1,DYRK1A,SMAD4,TJP1,PDE3A,GNL3L,BECN1,F11R,DKC1,PLXNA3,ODF2L,TNKS2,SRC,CLIC4,PPP1R10,CKAP2,TOM1L2,TFRC,GRB2,IGF1,BCL2L11,SYNPO,ZNF207,SIN3A,VDAC1,BMP7,PAFAH1B1,SAR1B,TNF,TECPR1,ADPRH,ABL2,HIF1A,EVI5L,MOAP1,AKT1,MYC,EPHA5,CTNNB1","PSMD10,WASL,PFN1,ARHGDIB,CNOT2,VPS4B,MKKS,VIL1,TSG101,H3-3B,NOTCH2,PDGFRA,SYT1,TAOK1,PDGFRB,YY1,CAPZA1,PPM1F,RB1,TP53,PLK2,ATM,APP,CSF1R,BAX,ABI2,ATXN7,RICTOR,BIRC5,MAP2K1,AXIN2,ARL6IP1,NPTX1,RESF1,MET,CDCA2,SIRT7,LIMK1,DYRK1A,SMAD4,TJP1,PDE3A,GNL3L,BECN1,F11R,DKC1,PLXNA3,ODF2L,TNKS2,SRC,CLIC4,PPP1R10,CKAP2,TOM1L2,TFRC,GRB2,IGF1,BCL2L11,SYNPO,ZNF207,SIN3A,VDAC1,BMP7,PAFAH1B1,SAR1B,TNF,TECPR1,ADPRH,ABL2,HIF1A,EVI5L,MOAP1,AKT1,MYC,EPHA5,CTNNB1",0.00012,0.0044,Regulation of organelle organization,GO: Biological Process,1.1747774047584294
504,ALL_UP,Process,GO:0051099,20,181,9606,"PPP2CB,EIF2S1,MBD2,RB1,APP,CAPRIN2,CTBP2,MET,PSEN1,HMGB1,KLF4,BMP2,IGF1,HIPK2,MYOCD,PLCL1,PPP2CA,CEBPG,CTNNB1,CALM2","PPP2CB,EIF2S1,MBD2,RB1,APP,CAPRIN2,CTBP2,MET,PSEN1,HMGB1,KLF4,BMP2,IGF1,HIPK2,MYOCD,PLCL1,PPP2CA,CEBPG,CTNNB1,CALM2",0.00013,0.0044,Positive regulation of binding,GO: Biological Process,2.032545960544535
505,ALL_UP,Process,GO:0097150,7,23,9606,"JAG1,HOOK3,REST,SOX2,DLL1,FOXO1,NOTCH1","JAG1,HOOK3,REST,SOX2,DLL1,FOXO1,NOTCH1",0.00013,0.0044,Neuronal stem cell population maintenance,GO: Biological Process,5.598338547847664
506,ALL_UP,Process,GO:0046649,37,457,9606,"SPI1,MSH2,SOX4,NOTCH2,RORA,YY1,STAT3,ZAP70,LEF1,CDK6,TP53,ATM,KIT,BAX,WNT1,RAG1,AXL,CEBPB,IMPDH2,PSEN1,ZFP36L1,TCF7,HMGB1,DLL1,ULBP2,IL6R,PTEN,CCND3,TXLNA,IFNB1,BCL2,CHD7,CD44,TPD52,CEBPG,FOXP1,CTNNB1","SPI1,MSH2,SOX4,NOTCH2,RORA,YY1,STAT3,ZAP70,LEF1,CDK6,TP53,ATM,KIT,BAX,WNT1,RAG1,AXL,CEBPB,IMPDH2,PSEN1,ZFP36L1,TCF7,HMGB1,DLL1,ULBP2,IL6R,PTEN,CCND3,TXLNA,IFNB1,BCL2,CHD7,CD44,TPD52,CEBPG,FOXP1,CTNNB1",0.00013,0.0045,Lymphocyte activation,GO: Biological Process,1.489273555554349
507,ALL_UP,Process,GO:0050769,23,227,9606,"PLXNC1,TLR2,FGF2,ASCL1,KIT,CAPRIN2,MAP2K1,LIMK1,CAPRIN1,PPP1CC,E2F1,PLXNA3,L1CAM,HDAC1,BMP2,IL6ST,NIN,PAFAH1B1,TNF,ZFYVE27,HIF1A,CTNNB1,NOTCH1","PLXNC1,TLR2,FGF2,ASCL1,KIT,CAPRIN2,MAP2K1,LIMK1,CAPRIN1,PPP1CC,E2F1,PLXNA3,L1CAM,HDAC1,BMP2,IL6ST,NIN,PAFAH1B1,TNF,ZFYVE27,HIF1A,CTNNB1,NOTCH1",0.00013,0.0047,Positive regulation of neurogenesis,GO: Biological Process,1.8637640602966736
508,ALL_UP,Process,GO:0070542,11,63,9606,"CDK4,TLR2,IRS1,E2F1,SCD,SRC,FOXO1,CPS1,ACSL1,LDLR,PDK3","CDK4,TLR2,IRS1,E2F1,SCD,SRC,FOXO1,CPS1,ACSL1,LDLR,PDK3",0.00013,0.0047,Response to fatty acid,GO: Biological Process,3.2117452440033083
509,ALL_UP,Process,GO:1903039,26,274,9606,"XBP1,HLA-DOA,SOX4,ZAP70,LEF1,RAG1,SOCS5,NFAT5,MYB,HMGB1,FUT4,TGFBR2,DUSP10,CD55,SRC,IL6ST,TFRC,IGF1,RUNX3,CD44,TNF,ABL2,AKT1,CD24,HSPH1,PTPN11","XBP1,HLA-DOA,SOX4,ZAP70,LEF1,RAG1,SOCS5,NFAT5,MYB,HMGB1,FUT4,TGFBR2,DUSP10,CD55,SRC,IL6ST,TFRC,IGF1,RUNX3,CD44,TNF,ABL2,AKT1,CD24,HSPH1,PTPN11",0.00013,0.0047,Positive regulation of leukocyte cell-cell adhesion,GO: Biological Process,1.7454673887449963
510,ALL_UP,Process,GO:0045913,12,75,9606,"SIRT1,APP,IRS1,MLXIPL,PSEN1,SRC,FOXO1,IGF1,HIF1A,AKT1,ARPP19,P2RY6","SIRT1,APP,IRS1,MLXIPL,PSEN1,SRC,FOXO1,IGF1,HIF1A,AKT1,ARPP19,P2RY6",0.00014,0.0049,Positive regulation of carbohydrate metabolic process,GO: Biological Process,2.9431265508684863
511,ALL_UP,Process,GO:0006366,31,357,9606,"XBP1,TBPL1,INHBA,E2F3,ARID4B,FGF2,STAT3,LEF1,RB1,CEBPB,FOS,HNF4A,MED16,NCBP2,NFAT5,SMAD4,E2F2,TTF2,MED18,KLF4,BMP2,RREB1,CHD7,NFIC,CDK12,MYOCD,GTF2H3,LHX1,CTNNB1,NOTCH1,DEK","XBP1,TBPL1,INHBA,E2F3,ARID4B,FGF2,STAT3,LEF1,RB1,CEBPB,FOS,HNF4A,MED16,NCBP2,NFAT5,SMAD4,E2F2,TTF2,MED18,KLF4,BMP2,RREB1,CHD7,NFIC,CDK12,MYOCD,GTF2H3,LHX1,CTNNB1,NOTCH1,DEK",0.00014,0.005,Transcription by RNA polymerase II,GO: Biological Process,1.5972850678733033
512,ALL_UP,Process,GO:0016050,29,324,9606,"VAMP3,STX1A,WASL,TBPL1,VPS4B,YIPF4,RAB22A,F2RL3,TSG101,TMEM127,STX17,FNBP1L,LAMTOR1,TMED10,HOOK3,SNAP47,PLEKHF2,VPS39,RAB5B,VAV3,STX16,RAB14,PAFAH1B1,BCL2,SAR1B,VAMP2,MYO18A,BLOC1S6,GOSR2","VAMP3,STX1A,WASL,TBPL1,VPS4B,YIPF4,RAB22A,F2RL3,TSG101,TMEM127,STX17,FNBP1L,LAMTOR1,TMED10,HOOK3,SNAP47,PLEKHF2,VPS39,RAB5B,VAV3,STX16,RAB14,PAFAH1B1,BCL2,SAR1B,VAMP2,MYO18A,BLOC1S6,GOSR2",0.00014,0.005,Vesicle organization,GO: Biological Process,1.6464249609410901
513,ALL_UP,Process,GO:0021761,15,113,9606,"MKKS,LEF1,CDK6,BAX,CASP3,CRKL,PLXNA3,PTEN,HDAC1,NDNF,PAFAH1B1,EMX2,EPHA5,CTNNB1,IGF1R","MKKS,LEF1,CDK6,BAX,CASP3,CRKL,PLXNA3,PTEN,HDAC1,NDNF,PAFAH1B1,EMX2,EPHA5,CTNNB1,IGF1R",0.00014,0.005,Limbic system development,GO: Biological Process,2.4417532225125713
514,ALL_UP,Process,GO:0070374,22,213,9606,"CCL22,NOTCH2,PDGFRA,PDGFRB,FGF2,APP,CSF1R,NODAL,MAP2K1,HMGB1,CRKL,RAP1A,PTEN,SRC,BMP2,IGF1,CD44,TNF,CCL16,P2RY6,PTPN11,NOTCH1","CCL22,NOTCH2,PDGFRA,PDGFRB,FGF2,APP,CSF1R,NODAL,MAP2K1,HMGB1,CRKL,RAP1A,PTEN,SRC,BMP2,IGF1,CD44,TNF,CCL16,P2RY6,PTPN11,NOTCH1",0.00014,0.005,Positive regulation of ERK1 and ERK2 cascade,GO: Biological Process,1.8999056372977317
515,ALL_UP,Process,GO:0009267,19,169,9606,"SIRT1,XBP1,EIF2S1,SLC38A2,WDR59,TP53,PLIN2,INHBB,MAP3K5,BECN1,PIK3C2B,RRAGD,FOXO1,JMY,BCL2,CDKN1A,LAMP2,SLC2A1,HSPA8","SIRT1,XBP1,EIF2S1,SLC38A2,WDR59,TP53,PLIN2,INHBB,MAP3K5,BECN1,PIK3C2B,RRAGD,FOXO1,JMY,BCL2,CDKN1A,LAMP2,SLC2A1,HSPA8",0.00015,0.0051,Cellular response to starvation,GO: Biological Process,2.0680253131102533
516,ALL_UP,Process,GO:0016192,81,1298,9606,"M6PR,VAMP3,STX1A,WASL,TVP23C,EXOC2,VPS4B,YIPF4,RAB9B,RAB22A,TSG101,STX17,SYT1,SLC1A1,ARL5C,CACNG8,FNBP1L,LAMTOR1,APP,KIT,AXL,TMED10,HOOK3,GCC2,HSPA6,CTBP2,SNAP47,MET,PLEKHF2,PSEN1,RAB11FIP1,SYNGR1,VPS39,LIMK1,HIP1,ARL4C,ATP9A,HMGB1,ARHGAP12,OPHN1,TGFBR2,RAB5B,BECN1,CHML,DLL1,PIP5K1A,RAP1A,VAV3,STX16,RIMS3,SRC,TXLNA,RAB14,ARL5B,RTN3,TFRC,GRB2,MON2,SAR1B,PREPL,MCFD2,TAPBP,ZFYVE27,VPS52,VAMP2,PEG10,MYO18A,HSPA8,GGA3,LDLR,BLOC1S6,GOSR2,DNAJC28,P2RY6,AP2B1,EXOC5,ABCC4,CTNNB1,IGF1R,NOTCH1,ESYT2","M6PR,VAMP3,STX1A,WASL,TVP23C,EXOC2,VPS4B,YIPF4,RAB9B,RAB22A,TSG101,STX17,SYT1,SLC1A1,ARL5C,CACNG8,FNBP1L,LAMTOR1,APP,KIT,AXL,TMED10,HOOK3,GCC2,HSPA6,CTBP2,SNAP47,MET,PLEKHF2,PSEN1,RAB11FIP1,SYNGR1,VPS39,LIMK1,HIP1,ARL4C,ATP9A,HMGB1,ARHGAP12,OPHN1,TGFBR2,RAB5B,BECN1,CHML,DLL1,PIP5K1A,RAP1A,VAV3,STX16,RIMS3,SRC,TXLNA,RAB14,ARL5B,RTN3,TFRC,GRB2,MON2,SAR1B,PREPL,MCFD2,TAPBP,ZFYVE27,VPS52,VAMP2,PEG10,MYO18A,HSPA8,GGA3,LDLR,BLOC1S6,GOSR2,DNAJC28,P2RY6,AP2B1,EXOC5,ABCC4,CTNNB1,IGF1R,NOTCH1,ESYT2",0.00015,0.0051,Vesicle-mediated transport,GO: Biological Process,1.147887377794431
